"","obsn_num","house_price","income","in_cali","earthquake","epsilon"
"1",1,0.772725551938708,0.0975496626341058,1,0,-0.0650227612318215
"2",2,0.885137730303605,0.108322524277505,1,0,-0.00647489108391919
"3",3,0.79022663108205,0.0979512235500359,1,0,-0.0495294866681293
"4",4,0.726075716244716,0.107934070940957,1,0,-0.163594638460069
"5",5,0.882533726274445,0.119509947602351,1,0,-0.0650160117373086
"6",6,0.950838353090046,0.10861376269596,1,0,0.057769539610248
"7",7,0.429635186670517,0.102080345790029,1,1,0.0692334577203708
"8",8,0.85923308821712,0.102633444938898,1,0,-0.00393413647737186
"9",9,0.766096713710288,0.10258380565013,1,0,-0.0968223145403599
"10",10,0.930547405829514,0.101533730170163,1,0,0.0728787549787015
"11",11,0.922086052673166,0.106338290294913,1,0,0.0403946011986019
"12",12,0.809659775531778,0.086024348158289,1,0,0.0295380347403333
"13",13,0.876743009713187,0.106687009940998,1,0,-0.00669203999180271
"14",14,0.899031420877398,0.100757601943138,1,0,0.0452434111617084
"15",15,0.902163128651747,0.0943390692836849,1,0,0.0804677822333225
"16",16,0.823940475689192,0.105770274379808,1,0,-0.0549108962098473
"17",17,0.77948179001817,0.0835437212775584,1,0,0.0117631836303786
"18",18,0.570933281323907,0.0718724192202175,1,0,-0.138428814777181
"19",19,1.07796872829465,0.126469237746715,1,0,0.0956225395610772
"20",20,0.857078042776496,0.101818474830598,1,0,-0.00201433137649253
"21",21,0.268870104597297,0.0735131779958404,1,1,0.0513042146180949
"22",22,0.745517444839496,0.078444464635722,1,0,0.00329512166088611
"23",23,0.340635511770277,0.10949504915758,1,1,-0.0568397340176209
"24",24,0.925704849000814,0.113872887520261,1,0,0.00634041139951083
"25",25,0.594901863858932,0.107622211580221,1,0,-0.293209194042174
"26",26,0.845687913088868,0.0975434284152175,1,0,0.00797077101278096
"27",27,0.809588813681347,0.0984298462235298,1,0,-0.0325604174363019
"28",28,0.876523549665197,0.109059924484935,1,0,-0.0187760727594765
"29",29,1.01956798400076,0.0955488288830968,1,0,0.191823839585272
"30",30,0.859556627269306,0.113054543892931,1,0,-0.0557160921953468
"31",31,0.949031039708301,0.110200473629334,1,0,0.0480286715616326
"32",32,0.859078460065136,0.0877316301786454,1,0,0.0704203091719094
"33",33,0.655047604148925,0.0835596198237934,1,0,-0.112750494970042
"34",34,0.875200567512809,0.105855851088451,1,0,-0.00407868792944506
"35",35,0.77539914406625,0.10167479042752,1,0,-0.082974808071349
"36",36,0.971533731191221,0.101195916160029,1,0,0.115554150391074
"37",37,0.545632784025636,0.0924880411489405,1,1,0.233192578280933
"38",38,1.0451013845979,0.113957432000566,1,0,0.12531422459507
"39",39,0.773084232773133,0.103691352990502,1,0,-0.0953725321793741
"40",40,0.66826637533997,0.0938100156576524,1,0,-0.150783702948291
"41",41,0.896578494081779,0.0995066540995625,1,0,0.0490452235839669
"42",42,0.84206191682655,0.0935305695765188,1,0,0.0244090689439554
"43",43,0.836802084070815,0.102850993789882,1,0,-0.027452884878595
"44",44,1.05505231243624,0.0961605950416838,1,0,0.22424933722782
"45",45,0.691666928321935,0.0757215968943039,1,0,-0.0369410561495845
"46",46,0.75644804067728,0.099320301239419,1,0,-0.0901534655198142
"47",47,0.680778997655968,0.0943271022558716,1,0,-0.14085651362339
"48",48,0.815525427217018,0.0999557440059562,1,0,-0.0342532928127626
"49",49,0.920744234693488,0.0990035208554098,1,0,0.0757266304164397
"50",50,0.954310053319789,0.102565317321303,1,0,0.0914834667132758
"51",51,0.69582999266413,0.113239725230833,0,0,0.0296313665099649
"52",52,0.519787715839077,0.108795587857942,0,0,-0.124190223450635
"53",53,0.665710981431672,0.0888301002444138,0,0,0.121560480209602
"54",54,0.672722185558996,0.102340761108524,0,0,0.0610183800163771
"55",55,0.431731161298646,0.1002099960569,0,0,-0.169318818985854
"56",56,0.427195128519652,0.0974879609934848,0,0,-0.160244676447772
"57",57,0.593451479490737,0.108664979630906,0,0,-0.0498734186637904
"58",58,0.779413921555827,0.100736653327961,0,0,0.175730654916022
"59",59,0.603530235485743,0.0966387378391865,0,0,0.0203365462898102
"60",60,0.702130244989195,0.106447096324357,0,0,0.0698947633674084
"61",61,0.559316047004838,0.10848199974432,0,0,-0.0830939517167635
"62",62,0.628787960810492,0.0977743574835544,0,0,0.0399161733927198
"63",63,0.427364318862786,0.0841311926653333,0,0,-0.0932916444638803
"64",64,0.447651500751344,0.0877284325560452,0,0,-0.0909906620288817
"65",65,0.794046597755203,0.11804776195894,0,0,0.103807787960502
"66",66,0.729591587138219,0.0956018897049681,0,0,0.151582138613378
"67",67,0.479292000003731,0.0999767051690197,0,0,-0.120591525841367
"68",68,0.543638757049664,0.0928153018276801,0,0,-0.0204377520887366
"69",69,0.754947158749728,0.105904512890006,0,0,0.125424594299696
"70",70,0.552120729775296,0.107344613822583,0,0,-0.0846023393376187
"71",71,0.69415332380742,0.0850692162580708,0,0,0.168807242517065
"72",72,0.570590011043265,0.102721099069975,0,0,-0.0430154843066085
"73",73,0.453973707392804,0.0816394862884974,0,0,-0.0542237240496825
"74",74,0.503973066984886,0.0906984986646586,0,0,-0.0495194263384068
"75",75,0.483946838492006,0.0953950695491908,0,0,-0.0930285092539475
"76",76,0.475681397015858,0.0999526433659085,0,0,-0.124081819813685
"77",77,0.699397139359212,0.098426931756942,0,0,0.107262480574502
"78",78,0.63530427032141,0.0997878280445315,0,0,0.0363651300987525
"79",79,0.579148363618132,0.0956794989102594,0,0,0.000750869066835335
"80",80,0.610704332406638,0.0917466020989518,0,0,0.0519713219118784
"81",81,0.487331655952598,0.0914423106519229,0,0,-0.0698798973070169
"82",82,0.509757222499316,0.104461422369871,0,0,-0.112549889350041
"83",83,0.617653005348303,0.102344644816037,0,0,0.00592978126811681
"84",84,0.533849398262959,0.0954370753923153,0,0,-0.0433359786986179
"85",85,0.77286533534735,0.0983875765347107,0,0,0.180927452673797
"86",86,0.590564405832301,0.0991311645281291,0,0,-0.00509141680834457
"87",87,0.668220509902893,0.0890782671157143,0,0,0.122829174324322
"88",88,0.485782467523062,0.111988217050753,0,0,-0.174158617730706
"89",89,0.464390832627624,0.0906992129304865,0,0,-0.0891052320248087
"90",90,0.588140479848847,0.0940532260150249,0,0,0.0178743497737225
"91",91,0.521510614038115,0.0935029907780756,0,0,-0.0460043398522632
"92",92,0.491579855665903,0.0896103618017494,0,0,-0.0564719533428439
"93",93,0.440089148083527,0.0862410454306749,0,0,-0.0911160790698476
"94",94,0.738815098088743,0.119462679802796,0,0,0.0415016990747624
"95",95,0.491954244678484,0.112208345214273,0,0,-0.169087481392883
"96",96,0.76770500763605,0.112290592634924,0,0,0.106252044461429
"97",97,0.623855524194803,0.0845883925516301,0,0,0.100913561436653
"98",98,0.615265823807937,0.0927966432288462,0,0,0.0512826076637059
"99",99,0.634109683475749,0.0903210826322339,0,0,0.0825042703145791
"100",100,0.620072924055964,0.0948809297331943,0,0,0.0456682753899925
