"","obsn_num","house_price","income","in_cali","earthquake","epsilon"
"1",1,0.980431170441725,0.103350225743853,1,0,0.113680041722459
"2",2,0.641019207588737,0.0911591745673075,1,0,-0.164776665247801
"3",3,0.868950108066245,0.0994309165907584,1,0,0.0217955251124528
"4",4,0.925228023910043,0.10283825845708,1,0,0.0610367316246416
"5",5,0.939811752883779,0.117715409951677,1,0,0.00123470312539576
"6",6,0.977171883402114,0.0949228717978893,1,0,0.152557524412668
"7",7,0.791372396499972,0.0910269047711586,1,0,-0.0137621273558206
"8",8,0.904881335146018,0.102610303376918,1,0,0.0418298182614289
"9",9,1.00480013795664,0.107448118925469,1,0,0.117559543329291
"10",10,0.925212358746878,0.0995926259859165,1,0,0.0772492288172957
"11",11,0.645278254772713,0.0862499268332406,1,0,-0.13597137939349
"12",12,0.74525187590342,0.0879493287592806,1,0,-0.0444947678929826
"13",13,0.95339772902357,0.101612939819868,1,0,0.0953330299242293
"14",14,0.74596200637983,0.0942221299857906,1,0,-0.0751486435491226
"15",15,0.814922291063832,0.101637878067514,1,0,-0.0432670992737372
"16",16,0.858605123040014,0.106096913977672,1,0,-0.0218794468483473
"17",17,0.898534778705558,0.105079769623939,1,0,0.0231359305858644
"18",18,0.765222525544511,0.098986624506807,1,0,-0.0797105969895244
"19",19,0.902920419302272,0.0930421918395351,1,0,0.0877094601045963
"20",20,0.842432595200981,0.104585826953492,1,0,-0.0304965395664769
"21",21,0.965089841761696,0.118637722033649,1,0,0.0219012315934514
"22",22,0.761547860073846,0.0974467968512736,1,0,-0.0756861241825217
"23",23,0.966809467997926,0.105047580194414,1,0,0.0915715670258538
"24",24,0.738193868735787,0.0889381171114413,1,0,-0.0564967168214199
"25",25,0.950659493833395,0.0996231004895567,1,0,0.102543991385611
"26",26,0.982126930381583,0.116532313058221,1,0,0.0494653650904762
"27",27,0.765703288800627,0.108761633762361,1,0,-0.128104880011176
"28",28,0.801332242767735,0.0945096108329047,1,0,-0.0212158113967889
